epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.59092,0.59027,0.43753,0.91313,0.91607,0.76047,0.86327,0.67401,0.79747,0.75539,0.97685,0.00014456,0.00014456,0.00014456
2,8.39215,0.55773,0.41716,0.9081,0.89216,0.77356,0.85356,0.63661,0.83334,0.74855,0.99364,0.000294097,0.000294097,0.000294097
3,12.1404,0.57508,0.42738,0.9077,0.83797,0.71797,0.78438,0.60477,0.85488,0.87974,1.01746,0.000443039,0.000443039,0.000443039
4,15.7904,0.58435,0.42981,0.91101,0.85438,0.76933,0.84093,0.64492,0.82067,0.7192,0.9823,0.000552697,0.000552697,0.000552697
5,19.3694,0.57964,0.44632,0.91222,0.82795,0.81341,0.83982,0.64472,0.84192,0.76922,0.97721,0.000551596,0.000551596,0.000551596
6,23.0285,0.58052,0.4488,0.92231,0.87546,0.74322,0.82418,0.63486,0.86794,0.80453,0.99284,0.000550496,0.000550496,0.000550496
7,26.6661,0.59377,0.45773,0.91719,0.83716,0.77572,0.81324,0.59793,0.89499,0.86484,1.02604,0.000549395,0.000549395,0.000549395
8,30.3572,0.59769,0.4575,0.91314,0.8871,0.73613,0.83267,0.63253,0.86433,0.83863,1.00616,0.000548294,0.000548294,0.000548294
9,33.9766,0.58018,0.44101,0.91918,0.83391,0.73514,0.80387,0.60956,0.86563,0.88042,0.99887,0.000547193,0.000547193,0.000547193
10,37.6613,0.56562,0.43346,0.91139,0.87924,0.74326,0.8186,0.62544,0.84133,0.85798,1.00035,0.000546092,0.000546092,0.000546092
11,41.2784,0.58718,0.42967,0.91643,0.86418,0.77549,0.81719,0.60374,0.85351,0.80288,1.01227,0.000544991,0.000544991,0.000544991
12,44.9255,0.58093,0.44561,0.91707,0.84839,0.77029,0.83352,0.6303,0.80546,0.77147,1.00273,0.00054389,0.00054389,0.00054389
13,48.5088,0.58987,0.4449,0.91512,0.89522,0.76956,0.85946,0.63323,0.86771,0.77057,1.01354,0.000542789,0.000542789,0.000542789
14,52.1367,0.57945,0.44367,0.91385,0.824,0.77877,0.83666,0.60771,0.86856,0.85559,1.02674,0.000541689,0.000541689,0.000541689
15,55.7101,0.60007,0.45131,0.92476,0.83309,0.73656,0.79552,0.58827,0.85567,0.8616,1.00292,0.000540588,0.000540588,0.000540588
16,59.2916,0.57844,0.43658,0.91467,0.88643,0.67565,0.79366,0.58116,0.87752,0.92113,1.03139,0.000539487,0.000539487,0.000539487
17,62.927,0.58396,0.45679,0.92027,0.86533,0.7854,0.85389,0.63487,0.84719,0.74819,0.98824,0.000538386,0.000538386,0.000538386
18,66.5123,0.58903,0.45162,0.91846,0.85026,0.76745,0.83483,0.61722,0.87804,0.81351,1.00217,0.000537285,0.000537285,0.000537285
19,70.1294,0.58405,0.43704,0.91516,0.88094,0.75848,0.83867,0.61817,0.85049,0.7963,0.99575,0.000536184,0.000536184,0.000536184
20,73.6995,0.59213,0.44611,0.9192,0.90506,0.74007,0.84093,0.6411,0.83661,0.73577,0.99256,0.000535083,0.000535083,0.000535083
21,77.2607,0.58877,0.43158,0.91846,0.90006,0.75077,0.83163,0.64013,0.8081,0.73436,0.9829,0.000533982,0.000533982,0.000533982
22,80.865,0.57891,0.43738,0.91998,0.86531,0.75565,0.85153,0.6456,0.82877,0.75035,0.98194,0.000532882,0.000532882,0.000532882
23,84.4798,0.57596,0.42582,0.90771,0.89795,0.75135,0.8247,0.62628,0.85409,0.79633,1.00501,0.000531781,0.000531781,0.000531781
24,88.1288,0.5884,0.43364,0.92038,0.9007,0.74226,0.82639,0.63019,0.84984,0.77092,0.99461,0.00053068,0.00053068,0.00053068
25,91.7524,0.57273,0.42738,0.91518,0.8675,0.73037,0.79532,0.56945,0.91169,0.86412,1.04434,0.000529579,0.000529579,0.000529579
26,95.4099,0.5773,0.43058,0.91201,0.9058,0.77306,0.84289,0.63879,0.85386,0.76878,1.0095,0.000528478,0.000528478,0.000528478
27,99.0902,0.58833,0.44653,0.91402,0.87327,0.76414,0.83367,0.62773,0.83784,0.78691,0.99537,0.000527377,0.000527377,0.000527377
28,102.69,0.57584,0.42905,0.91373,0.88163,0.7997,0.86628,0.64217,0.8284,0.71754,0.97138,0.000526276,0.000526276,0.000526276
29,106.242,0.5802,0.42644,0.91517,0.87615,0.75313,0.82929,0.60984,0.89247,0.77916,1.01597,0.000525175,0.000525175,0.000525175
30,109.826,0.56042,0.41484,0.91198,0.92837,0.76499,0.83822,0.61535,0.86747,0.75317,1.01967,0.000524074,0.000524074,0.000524074
31,113.366,0.56906,0.42987,0.91125,0.88071,0.75533,0.85231,0.64335,0.80297,0.74083,0.97999,0.000522974,0.000522974,0.000522974
32,116.939,0.56716,0.42828,0.91542,0.89223,0.75198,0.83166,0.6244,0.85632,0.80551,1.00975,0.000521873,0.000521873,0.000521873
33,120.489,0.58224,0.43214,0.90948,0.8296,0.78053,0.84559,0.64071,0.85348,0.82511,1.0102,0.000520772,0.000520772,0.000520772
34,124.089,0.58293,0.42915,0.91443,0.80194,0.77911,0.84162,0.63728,0.83351,0.81133,1.01144,0.000519671,0.000519671,0.000519671
