epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,331.123,0.69891,0.65412,0.99485,0.65541,0.73899,0.72752,0.54692,0.78856,0.6692,0.96779,0.000533432,0.000533432,0.000533432
43,339.242,0.70909,0.67826,0.99703,0.77594,0.72365,0.74884,0.54622,0.81473,0.71895,0.97766,0.000532882,0.000532882,0.000532882
44,347.201,0.69737,0.6544,0.99195,0.78365,0.69928,0.75287,0.55435,0.83243,0.69558,0.99393,0.000532331,0.000532331,0.000532331
45,355.046,0.72013,0.68515,0.99392,0.77553,0.66383,0.71425,0.52059,0.7965,0.69934,0.97182,0.000531781,0.000531781,0.000531781
46,362.846,0.70399,0.67167,0.9944,0.76941,0.73109,0.75837,0.55642,0.82454,0.69484,0.97406,0.00053123,0.00053123,0.00053123
47,370.669,0.69278,0.63707,0.97749,0.78098,0.76239,0.75954,0.56894,0.79459,0.64179,0.97003,0.00053068,0.00053068,0.00053068
48,378.408,0.69731,0.6348,0.97893,0.78802,0.69821,0.74196,0.56488,0.79367,0.6898,0.94509,0.000530129,0.000530129,0.000530129
49,386.233,0.6936,0.64313,0.99027,0.7436,0.72419,0.76634,0.57737,0.79513,0.65391,0.94829,0.000529579,0.000529579,0.000529579
50,393.989,0.69578,0.65278,0.98874,0.81541,0.57201,0.61492,0.43896,0.92168,0.82736,1.04629,0.000529028,0.000529028,0.000529028
51,401.885,0.69576,0.65001,0.98529,0.79123,0.70488,0.74353,0.55544,0.82803,0.67852,0.98611,0.000528478,0.000528478,0.000528478
52,410.062,0.6767,0.63014,0.97671,0.81457,0.73053,0.76025,0.56682,0.78738,0.65726,0.94686,0.000527928,0.000527928,0.000527928
53,418.256,0.67164,0.6117,0.97533,0.68841,0.70642,0.74316,0.56145,0.78416,0.67364,0.9527,0.000527377,0.000527377,0.000527377
54,426.378,0.67037,0.61924,0.97194,0.79464,0.75576,0.77166,0.58585,0.76712,0.64744,0.96293,0.000526827,0.000526827,0.000526827
55,434.453,0.67359,0.61764,0.97332,0.78784,0.70251,0.76557,0.57097,0.80373,0.69236,0.96797,0.000526276,0.000526276,0.000526276
56,442.497,0.65216,0.5835,0.97213,0.79493,0.74756,0.75798,0.57776,0.76899,0.64883,0.94573,0.000525726,0.000525726,0.000525726
57,450.648,0.66029,0.5956,0.97085,0.74375,0.7285,0.7693,0.57079,0.76969,0.64525,0.94943,0.000525175,0.000525175,0.000525175
58,458.737,0.67261,0.60992,0.97155,0.83633,0.73595,0.7862,0.59754,0.75853,0.63424,0.92903,0.000524625,0.000524625,0.000524625
59,466.658,0.65526,0.56735,0.97113,0.71295,0.85574,0.82778,0.59017,0.78026,0.64117,0.94991,0.000524074,0.000524074,0.000524074
60,474.857,0.65696,0.58972,0.96435,0.79757,0.67741,0.71403,0.53546,0.74352,0.65997,0.9385,0.000523524,0.000523524,0.000523524
61,482.946,0.64394,0.58368,0.96143,0.78617,0.69736,0.81346,0.5867,0.77427,0.65931,0.92526,0.000522974,0.000522974,0.000522974
62,490.964,0.664,0.60008,0.97031,0.78595,0.69312,0.73266,0.56187,0.76258,0.66638,0.93349,0.000522423,0.000522423,0.000522423
63,498.691,0.66001,0.59462,0.96556,0.81318,0.7165,0.76414,0.57996,0.75299,0.64366,0.94161,0.000521873,0.000521873,0.000521873
64,506.517,0.64911,0.57949,0.95963,0.69546,0.72381,0.75475,0.56488,0.77532,0.64471,0.93617,0.000521322,0.000521322,0.000521322
65,514.324,0.65078,0.58218,0.96783,0.69818,0.68159,0.68539,0.46035,0.99101,0.79868,1.23698,0.000520772,0.000520772,0.000520772
66,522.15,0.66056,0.58316,0.96553,0.74521,0.74513,0.78274,0.59769,0.75757,0.60737,0.92119,0.000520221,0.000520221,0.000520221
67,529.95,0.6426,0.54571,0.95263,0.67567,0.83619,0.7634,0.58438,0.73921,0.61429,0.9164,0.000519671,0.000519671,0.000519671
