epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
109,394.054,0.63142,0.52998,0.9455,0.82629,0.77345,0.84933,0.62297,0.87094,0.82558,0.99072,0.000437105,0.000437105,0.000437105
110,397.597,0.63544,0.52626,0.93694,0.9296,0.7975,0.88127,0.64899,0.85419,0.7117,0.97813,0.000436004,0.000436004,0.000436004
111,401.128,0.64397,0.53154,0.94838,0.8672,0.80073,0.86442,0.63811,0.82624,0.71666,0.98403,0.000434903,0.000434903,0.000434903
112,404.677,0.63921,0.5287,0.94574,0.90562,0.74996,0.85682,0.61832,0.90219,0.76837,1.01706,0.000433802,0.000433802,0.000433802
113,408.259,0.63867,0.52481,0.94068,0.86999,0.77628,0.83716,0.59604,0.92607,0.79998,1.02742,0.000432701,0.000432701,0.000432701
114,411.819,0.64259,0.54739,0.93754,0.8629,0.78104,0.85428,0.6259,0.90148,0.76804,1.02409,0.000431601,0.000431601,0.000431601
115,415.327,0.62512,0.52276,0.94413,0.8876,0.80114,0.86797,0.62045,0.91587,0.73784,1.03948,0.0004305,0.0004305,0.0004305
116,418.941,0.65517,0.54023,0.94681,0.8719,0.81853,0.87392,0.63703,0.85132,0.72636,1.00024,0.000429399,0.000429399,0.000429399
117,422.474,0.62488,0.5161,0.93678,0.83051,0.81654,0.86154,0.64013,0.87491,0.70315,1.00714,0.000428298,0.000428298,0.000428298
118,426.034,0.63985,0.51471,0.93429,0.85228,0.77679,0.83383,0.60011,0.89324,0.75787,1.0207,0.000427197,0.000427197,0.000427197
119,429.566,0.61722,0.50133,0.93668,0.84035,0.772,0.84005,0.62259,0.85394,0.75015,1.01384,0.000426096,0.000426096,0.000426096
120,433.145,0.64297,0.52536,0.94286,0.89186,0.7773,0.88265,0.63542,0.88185,0.73688,1.01037,0.000424995,0.000424995,0.000424995
121,436.724,0.62647,0.50938,0.94041,0.88578,0.78384,0.87295,0.63437,0.84757,0.71942,0.99189,0.000423894,0.000423894,0.000423894
122,440.276,0.62947,0.5078,0.94228,0.8766,0.77412,0.85288,0.62867,0.84492,0.73723,0.98678,0.000422794,0.000422794,0.000422794
123,443.811,0.63032,0.51069,0.93686,0.84927,0.73315,0.8221,0.60395,0.85161,0.78312,0.99543,0.000421693,0.000421693,0.000421693
124,447.345,0.64933,0.511,0.93187,0.83382,0.75123,0.82683,0.60533,0.8528,0.77815,0.99934,0.000420592,0.000420592,0.000420592
125,450.838,0.63646,0.53595,0.93912,0.83831,0.75859,0.84398,0.61247,0.83733,0.77315,0.98581,0.000419491,0.000419491,0.000419491
126,454.382,0.62779,0.51144,0.94191,0.91714,0.76135,0.86852,0.61998,0.85904,0.74001,0.9997,0.00041839,0.00041839,0.00041839
127,457.89,0.63339,0.50964,0.93795,0.89718,0.75739,0.84046,0.59539,0.84324,0.76841,0.99686,0.000417289,0.000417289,0.000417289
128,461.407,0.63366,0.51386,0.94652,0.85908,0.77851,0.85775,0.62753,0.82317,0.71647,0.97204,0.000416188,0.000416188,0.000416188
129,464.921,0.63549,0.52167,0.93272,0.80356,0.77886,0.86703,0.62718,0.83416,0.76034,0.9886,0.000415087,0.000415087,0.000415087
130,468.419,0.64436,0.51362,0.94039,0.86796,0.79901,0.88395,0.63838,0.86908,0.73768,0.98423,0.000413986,0.000413986,0.000413986
131,471.933,0.63656,0.50458,0.9438,0.92849,0.77597,0.86021,0.64417,0.83156,0.73994,0.97187,0.000412886,0.000412886,0.000412886
132,475.468,0.62129,0.4954,0.93275,0.9047,0.71995,0.84296,0.60623,0.86055,0.79218,0.98894,0.000411785,0.000411785,0.000411785
133,479.043,0.63507,0.4963,0.93766,0.84914,0.77199,0.84589,0.63254,0.81273,0.72729,0.96244,0.000410684,0.000410684,0.000410684
134,482.564,0.61237,0.48686,0.92767,0.86356,0.75416,0.8452,0.62799,0.82883,0.74435,0.9826,0.000409583,0.000409583,0.000409583
135,486.111,0.63183,0.51034,0.93159,0.87802,0.77415,0.8575,0.63402,0.80678,0.69405,0.97045,0.000408482,0.000408482,0.000408482
136,489.652,0.61501,0.48842,0.93009,0.89348,0.75702,0.84902,0.63466,0.83236,0.73513,0.96301,0.000407381,0.000407381,0.000407381
137,493.123,0.61525,0.49471,0.92538,0.87991,0.7455,0.84621,0.62113,0.83811,0.74505,0.96932,0.00040628,0.00040628,0.00040628
138,496.646,0.63248,0.496,0.93135,0.89423,0.71251,0.83573,0.59846,0.85734,0.75854,0.96809,0.000405179,0.000405179,0.000405179
139,500.183,0.62731,0.48872,0.93381,0.81816,0.727,0.81511,0.58856,0.84026,0.76891,0.97865,0.000404079,0.000404079,0.000404079
140,503.774,0.62824,0.49251,0.93233,0.83971,0.73416,0.81824,0.58749,0.86526,0.77895,0.99796,0.000402978,0.000402978,0.000402978
141,507.383,0.60669,0.48454,0.92655,0.85172,0.78306,0.84768,0.63039,0.8104,0.75211,0.96535,0.000401877,0.000401877,0.000401877
142,511.015,0.60348,0.48644,0.918,0.87767,0.76469,0.83162,0.59133,0.86847,0.77635,0.99936,0.000400776,0.000400776,0.000400776
143,514.574,0.61162,0.49661,0.92646,0.85776,0.75959,0.84055,0.59094,0.86987,0.73113,1.00096,0.000399675,0.000399675,0.000399675
144,518.153,0.61509,0.49133,0.92089,0.86685,0.71327,0.81518,0.59663,0.82648,0.78163,0.97939,0.000398574,0.000398574,0.000398574
145,521.633,0.63016,0.4932,0.93027,0.85303,0.78587,0.86912,0.64597,0.82058,0.68607,0.9651,0.000397473,0.000397473,0.000397473
146,525.188,0.60148,0.49824,0.92923,0.8605,0.76652,0.84491,0.62156,0.8707,0.78325,1.00957,0.000396372,0.000396372,0.000396372
147,528.761,0.60136,0.46904,0.92379,0.89439,0.7733,0.85918,0.63454,0.84585,0.72636,0.98856,0.000395272,0.000395272,0.000395272
148,532.337,0.61633,0.48557,0.93607,0.84175,0.75898,0.83711,0.63091,0.82982,0.76368,0.98707,0.000394171,0.000394171,0.000394171
149,535.951,0.60678,0.48749,0.92626,0.90082,0.78457,0.85563,0.64769,0.79723,0.70072,0.96464,0.00039307,0.00039307,0.00039307
150,539.601,0.603,0.48256,0.92746,0.88418,0.79079,0.85836,0.64058,0.82414,0.69461,0.97621,0.000391969,0.000391969,0.000391969
151,543.105,0.60652,0.48132,0.92426,0.85856,0.74292,0.83007,0.61628,0.86039,0.71007,0.99536,0.000390868,0.000390868,0.000390868
152,546.779,0.60957,0.47954,0.9291,0.81019,0.77324,0.85074,0.63106,0.8475,0.75588,0.97417,0.000389767,0.000389767,0.000389767
153,550.463,0.60203,0.46903,0.92856,0.88292,0.69871,0.83378,0.61417,0.85591,0.75566,0.98469,0.000388666,0.000388666,0.000388666
154,554.06,0.6116,0.49399,0.93241,0.92151,0.76432,0.85474,0.63105,0.83317,0.68894,0.95865,0.000387565,0.000387565,0.000387565
155,557.685,0.61204,0.48536,0.93782,0.87718,0.75048,0.84291,0.62536,0.83397,0.74228,0.97329,0.000386464,0.000386464,0.000386464
156,561.271,0.60602,0.48268,0.93472,0.88055,0.74078,0.84102,0.61335,0.8307,0.72198,0.98383,0.000385364,0.000385364,0.000385364
157,564.849,0.60828,0.48987,0.93105,0.87043,0.76436,0.86105,0.61783,0.86045,0.73477,0.9933,0.000384263,0.000384263,0.000384263
158,568.437,0.60684,0.47099,0.9286,0.8855,0.75054,0.84542,0.62772,0.81912,0.76833,0.97073,0.000383162,0.000383162,0.000383162
159,571.996,0.60369,0.46214,0.926,0.89116,0.75067,0.84768,0.63116,0.82848,0.75157,0.96568,0.000382061,0.000382061,0.000382061
160,575.626,0.59829,0.47338,0.91832,0.83595,0.77998,0.85363,0.64286,0.84154,0.74064,0.97823,0.00038096,0.00038096,0.00038096
161,579.2,0.59935,0.48039,0.93172,0.85504,0.74182,0.82916,0.63134,0.83521,0.74147,0.98181,0.000379859,0.000379859,0.000379859
162,582.788,0.58349,0.4608,0.92137,0.84775,0.74193,0.82491,0.6089,0.85773,0.79288,1.00598,0.000378758,0.000378758,0.000378758
163,586.413,0.60203,0.47081,0.92067,0.81495,0.8038,0.8509,0.61644,0.83057,0.71683,0.97337,0.000377657,0.000377657,0.000377657
164,589.961,0.59191,0.46586,0.91941,0.78064,0.7547,0.82714,0.60244,0.84283,0.79949,0.98566,0.000376557,0.000376557,0.000376557
165,593.607,0.59983,0.50276,0.93068,0.84628,0.76648,0.85113,0.63584,0.82195,0.7045,0.97684,0.000375456,0.000375456,0.000375456
166,597.219,0.60483,0.47922,0.92897,0.82584,0.80707,0.8524,0.64563,0.81119,0.66411,0.96983,0.000374355,0.000374355,0.000374355
167,600.772,0.59948,0.47473,0.91886,0.84512,0.77829,0.84809,0.63386,0.8128,0.68556,0.97383,0.000373254,0.000373254,0.000373254
168,604.382,0.60598,0.47774,0.92454,0.89007,0.77392,0.85526,0.64491,0.79261,0.67711,0.95466,0.000372153,0.000372153,0.000372153
169,607.988,0.60496,0.46962,0.9173,0.8789,0.76129,0.86409,0.63508,0.81335,0.67234,0.96064,0.000371052,0.000371052,0.000371052
170,611.559,0.60248,0.47163,0.92031,0.84835,0.77856,0.85911,0.66007,0.78104,0.6547,0.95071,0.000369951,0.000369951,0.000369951
